trunc_time,open_price,high_price,low_price,close_price,volume
2020-10-06,137.1924,138.67194,136.77675,137.77301,58100100
2020-10-07,137.77802,138.04556,136.02199,136.13126,68341200
2020-10-08,136.13725,136.98679,134.48537,135.61469,65734200
2020-10-09,135.61673,137.43161,135.46577,136.91064,65005700
2020-10-12,136.88364,138.16685,135.6473,135.90231,64176200
2020-10-13,135.9151,136.31839,135.07262,136.15215,35102100
2020-10-14,136.15475,137.75464,136.10095,137.48763,59113200
2020-10-15,137.51393,140.61513,137.32243,139.65749,62786100
2020-10-16,139.65427,140.88324,138.60173,139.82405,45020800
2020-10-19,139.82983,141.85457,139.70897,140.884,47302000
2020-10-20,140.87955,141.31206,139.47546,140.32697,46026900
2020-10-21,140.30064,141.41484,139.97163,139.98247,49535000
2020-10-22,140.19429,141.42175,139.47574,140.85944,41775900
2020-10-23,140.86894,142.26231,140.84662,141.6996,60739600
2020-10-26,141.8445,142.3078,139.01994,139.03131,55670600
2020-10-27,138.81949,139.34933,137.12993,137.12993,48027300
2020-10-28,137.34175,137.34175,133.89824,134.03993,58984400
2020-10-29,134.01527,135.42995,132.60762,134.36984,42947300
2020-10-30,134.38603,135.86862,133.67462,135.34415,33849500
2020-11-02,135.33812,136.89606,135.19891,136.87149,30151600
2020-11-03,137.01048,138.70535,136.85736,138.57553,36494500
2020-11-04,138.56139,140.54504,138.55885,140.02559,44187400
2020-11-05,140.03134,140.47581,138.17879,138.30276,34694700
2020-11-06,138.30405,139.30864,137.77303,139.30864,32378000
2020-11-09,139.325,141.60986,139.325,141.60986,53540700
2020-11-10,141.6082,143.6733,141.239,141.36685,69272400
2020-11-11,141.34322,142.05673,140.61923,141.82031,43684500
2020-11-12,141.82335,144.61961,141.61119,144.61961,55424700
2020-11-13,144.63133,145.09567,143.89838,144.74016,49238000
2020-11-16,144.74492,145.7145,143.11674,143.35583,58067900
2020-11-17,143.37926,146.57596,143.35583,146.57596,66015200
2020-11-18,146.58171,147.67964,145.6965,146.79684,59145500
2020-11-19,146.99998,147.4078,146.03418,146.85382,56676500
2020-11-20,146.86844,147.57387,145.99646,147.21016,61916500
2020-11-23,147.61644,148.17815,146.45781,148.1751,63236700
2020-11-24,148.17848,149.25423,146.3236,147.58395,69945700
2020-11-25,147.56032,148.67102,147.06075,148.09004,73221700
2020-11-26,148.10614,148.89673,147.06093,148.39514,62224100
2020-11-27,148.41461,148.96033,147.67441,148.16551,50968600
2020-11-30,148.18915,148.6008,147.17133,147.70396,57807700
2020-12-01,147.68735,149.02486,145.5742,148.93152,82143100
2020-12-02,148.93689,151.11343,148.67155,150.79585,67270200
2020-12-03,150.81781,152.32503,150.79585,151.9858,55254900
2020-12-04,152.0226,153.17517,150.96939,152.48302,60624800
2020-12-07,152.59915,154.19981,152.21709,154.19981,58067100
2020-12-08,154.17075,156.89986,154.11526,156.60516,72772200
2020-12-09,156.60701,159.4125,156.57874,158.74174,74434200
2020-12-10,158.7785,161.0883,158.74174,159.29742,72288900
2020-12-11,159.272,162.39803,159.09003,162.32483,54113300
2020-12-14,162.32741,166.1402,161.59943,165.74132,76249700
2020-12-15,165.7439,168.75899,165.71349,167.866,100920300
2020-12-16,167.82925,172.10406,167.82925,171.616,71349400
2020-12-17,171.73373,172.32959,169.15771,172.00467,112283500
2020-12-18,172.01091,177.07326,169.99672,177.02008,88885500
2020-12-21,177.02469,182.11716,177.02469,182.1142,115906900
2020-12-22,182.12083,187.84836,180.21017,187.84785,114461600
2020-12-23,187.85283,191.53268,186.98471,190.25253,145165300
2020-12-24,190.25764,190.64948,184.22339,187.62978,133059900
2020-12-25,187.64314,192.66661,183.87308,192.45526,98283200
2020-12-28,192.4609,198.08438,192.4391,196.57367,122697100
2020-12-29,196.57545,197.85449,194.19518,197.10117,101769000
2020-12-30,197.10295,197.32181,192.05782,196.9406,110827200
2020-12-31,196.94237,203.14932,194.33502,203.1151,100208600
2021-01-04,203.11794,206.6022,200.45894,206.28146,106246200
2021-01-05,206.28607,213.01013,205.72162,208.12811,123493900
2021-01-06,208.1553,212.94637,208.1553,211.6776,126071100
2021-01-07,211.6727,216.22989,211.15685,216.22989,152245800
2021-01-08,215.9934,218.11769,215.59953,217.39758,165035300
2021-01-11,217.41925,221.57866,217.41925,219.12091,137942500
2021-01-12,219.20139,221.97078,216.56343,221.97078,166548300
2021-01-13,222.44492,225.02383,219.09601,222.48917,197155600
2021-01-14,222.50473,222.90872,219.65591,222.26863,124663900
2021-01-15,222.50562,227.09259,220.81812,225.46626,174552500
2021-01-18,225.50931,232.8275,225.4855,230.50476,155690900
2021-01-19,230.58244,237.29346,220.46307,224.02414,263636900
2021-01-20,224.26105,233.2565,222.11246,233.2565,172477000
2021-01-21,233.29955,243.56807,233.29465,240.27274,128139000
2021-01-22,240.35037,245.74811,233.82022,240.11519,144557500
2021-01-25,240.14629,240.28273,231.8422,231.8422,146289100
2021-01-26,231.85805,234.94778,222.61581,227.81673,183481100
2021-01-27,227.72348,227.91876,218.84592,220.7869,137339200
2021-01-28,220.76616,220.76616,201.36313,203.04515,119325200
2021-01-29,203.03697,214.52872,195.18745,214.21262,162941000
2021-02-01,214.20465,218.47551,208.43346,208.84622,101522100
2021-02-02,208.86868,215.599,207.00302,215.35895,104294600
2021-02-03,215.35098,224.39134,215.35098,223.61885,117146100
2021-02-04,223.62682,225.73022,222.57031,223.67883,80753900
2021-02-05,223.68115,227.18687,221.8829,223.84343,98621700
2021-02-08,223.84575,227.32056,219.07974,220.76395,122171300
2021-02-09,220.56082,225.36296,219.75926,224.90123,73843200
2021-02-17,225.37282,230.5737,224.02469,230.5737,86305400
2021-02-18,231.03568,232.26927,229.95744,230.95828,124738100
2021-02-19,230.96194,232.23814,229.1603,231.18016,100476200
2021-02-22,231.19139,238.20297,229.62381,237.97241,104547200
2021-02-23,237.95471,238.78409,232.45685,238.78223,124691300
2021-02-24,238.76436,240.54443,233.57233,237.88692,148619600
2021-02-25,237.88629,246.20418,237.88629,246.20116,113344400
2021-02-26,246.18962,252.35754,244.71779,249.22354,113016200
2021-03-01,249.31337,252.59286,247.6597,252.36914,121136600
2021-03-02,252.37477,255.06462,247.93008,247.93849,111047700
2021-03-03,247.92844,254.09908,247.619,254.09908,118056600
2021-03-04,254.1112,257.24054,251.40744,255.77304,171254900
2021-03-05,255.77399,260.60703,253.98888,259.80438,151822800
2021-03-08,259.8185,265.42725,259.78854,263.41858,143301200
2021-03-09,263.4306,266.65588,263.41858,264.82837,143857200
2021-03-10,264.83472,267.10428,263.55865,267.10428,147147600
2021-03-11,267.27252,273.6697,267.27252,273.5217,158676300
2021-03-12,273.5422,278.46527,273.3413,273.91098,140799800
2021-03-15,273.9244,279.52042,273.81332,275.18896,136811500
2021-03-16,275.19647,276.98087,272.98593,275.8781,164911600
2021-03-17,275.92258,276.9823,274.67462,276.54764,142964200
2021-03-18,276.5927,279.40802,275.26923,277.4806,143071200
2021-03-19,277.53665,277.83798,274.63287,277.6983,140309500
