trunc_time,open_price,high_price,low_price,close_price,volume
2016-12-28,25485.339921769722,25485.339921769722,25485.339921769722,25485.339921769722,7232660
2016-12-29,25697.717754451136,26164.94898635025,24593.35302450778,25527.815488306005,3217540
2016-12-30,25485.339921769722,25527.815488306005,24805.730857189195,25527.815488306005,2391160
2017-01-03,25485.339921769722,25485.339921769722,25060.584256406895,25060.584256406895,520260
2017-01-04,25060.584256406895,25272.96208908831,25060.584256406895,25230.486522552026,1056370
2017-01-05,25188.010956015743,25230.486522552026,25060.584256406895,25103.059822943178,637040
2017-01-06,25060.584256406895,25145.53538947946,24975.63312333433,25145.53538947946,787010
2017-01-09,25103.059822943178,25188.010956015743,24933.157556798047,25188.010956015743,1110630
2017-01-10,25145.53538947946,25145.53538947946,25018.108689870613,25060.584256406895,802560
2017-01-11,25018.108689870613,25103.059822943178,24933.157556798047,25103.059822943178,1077670
2017-01-12,25060.584256406895,25103.059822943178,24933.157556798047,24975.63312333433,904360
2017-01-13,24975.63312333433,25060.584256406895,24848.206423725478,25060.584256406895,967870
2017-01-16,25018.108689870613,25145.53538947946,24933.157556798047,25145.53538947946,1332640
2017-01-17,25103.059822943178,25145.53538947946,24975.63312333433,24975.63312333433,1127570
2017-01-18,24933.157556798047,25060.584256406895,24933.157556798047,25018.108689870613,1179580
2017-01-19,24975.63312333433,25060.584256406895,24635.828591044065,24678.304157580347,1368300
2017-01-20,24678.304157580347,24848.206423725478,24593.35302450778,24720.77972411663,975810
2017-01-23,24720.77972411663,24805.730857189195,24550.8774579715,24550.8774579715,1087390
2017-01-24,24550.8774579715,24720.77972411663,24465.926324898934,24593.35302450778,1201640
2017-01-25,24635.828591044065,25740.19332098742,24635.828591044065,25740.19332098742,1636490
2017-02-02,25782.6688875237,25867.62002059627,25655.242187914853,25867.62002059627,1363250
2017-02-03,25825.144454059984,25867.62002059627,25612.76662137857,25867.62002059627,1185700
2017-02-06,25825.144454059984,25825.144454059984,25442.86435523344,25442.86435523344,1119780
2017-02-07,25357.913222160874,25400.388788697157,25145.53538947946,25272.96208908831,1226190
2017-02-08,25272.96208908831,25485.339921769722,25103.059822943178,25103.059822943178,1262530
2017-02-09,25103.059822943178,25357.913222160874,24975.63312333433,24975.63312333433,1679120
2017-02-10,25060.584256406895,25315.43765562459,24975.63312333433,24975.63312333433,1606250
2017-02-13,25018.108689870613,25272.96208908831,25018.108689870613,25145.53538947946,1257830
2017-02-14,25145.53538947946,25315.43765562459,25145.53538947946,25145.53538947946,1291960
2017-02-15,25145.53538947946,25485.339921769722,25145.53538947946,25272.96208908831,1404110
2017-02-16,25400.388788697157,25740.19332098742,25315.43765562459,25612.76662137857,1493510
2017-02-17,25612.76662137857,26079.997853277684,25612.76662137857,25825.144454059984,1384350
2017-02-20,25910.095587132553,26971.984750539625,25910.095587132553,26802.08248439449,1026640
2017-02-21,26971.984750539625,28458.629579309523,26802.08248439449,28033.873913946696,876160
2017-02-22,28076.34948048298,28883.385244672354,28033.873913946696,28118.82504701926,866880
2017-02-23,28076.34948048298,28288.727313164392,27566.642682047583,27991.398347410413,1538930
2017-02-24,27991.398347410413,27991.398347410413,27396.74041590245,27736.544948192713,1235090
2017-02-27,27651.593815120148,28416.15401277324,27651.593815120148,28246.25174662811,1041880
2017-02-28,28246.25174662811,29520.518742716595,28246.25174662811,28458.629579309523,1508740
2017-03-01,28458.629579309523,29223.189776962616,28458.629579309523,29223.189776962616,1218430
2017-03-02,29223.189776962616,29520.518742716595,29180.714210426333,29223.189776962616,1299640
2017-03-03,29223.189776962616,29308.14091003518,28798.43411159979,29265.6653434989,1150650
2017-03-06,29223.189776962616,29308.14091003518,29010.811944281202,29265.6653434989,929730
2017-03-07,29223.189776962616,29732.896575398012,29010.811944281202,29138.23864389005,910580
2017-03-08,29138.23864389005,29138.23864389005,28246.25174662811,28883.385244672354,1049060
2017-03-09,28883.385244672354,28925.860811208637,28671.007411990937,28883.385244672354,1011710
2017-03-10,28883.385244672354,29180.714210426333,28840.90967813607,28883.385244672354,1068090
2017-03-13,30879.73687187765,30879.73687187765,29732.896575398012,30879.73687187765,3354340
2017-03-14,30879.73687187765,32069.05273489357,30837.261305341366,32069.05273489357,845370
2017-03-15,32196.479434502417,32706.186232937813,31049.63913802278,31134.590271095345,938030
2017-03-16,31007.163571486497,31134.590271095345,30837.261305341366,30837.261305341366,1000630
2017-03-17,30454.981206514818,30582.407906123666,28713.48297852722,28713.48297852722,2375730
2017-03-20,28798.43411159979,29732.896575398012,28798.43411159979,29223.189776962616,1155350
2017-03-21,29223.189776962616,29350.616476571464,29095.763077353768,29180.714210426333,690130
2017-03-22,29138.23864389005,29138.23864389005,28713.48297852722,28713.48297852722,637610
2017-03-23,28713.48297852722,28798.43411159979,28203.776180091827,28373.678446236958,563610
2017-03-24,28373.678446236958,29435.56760964403,28373.678446236958,29308.14091003518,1446360
2017-03-27,29308.14091003518,29435.56760964403,29180.714210426333,29350.616476571464,532530
2017-03-28,29350.616476571464,29435.56760964403,29010.811944281202,29095.763077353768,406850
2017-03-29,29095.763077353768,29308.14091003518,28968.33637774492,29095.763077353768,517550
2017-03-30,29095.763077353768,29265.6653434989,29053.287510817485,29180.714210426333,560350
2017-03-31,29223.189776962616,29520.518742716595,29180.714210426333,29393.092043107747,793980
2017-04-03,29393.092043107747,29732.896575398012,29265.6653434989,29520.518742716595,755190
