Date,Close,Predictions,Stock,Model,Method
2016-01-07,10100,,HAG,DIY,No
2016-01-08,10200,,HAG,DIY,No
2016-01-11,10900,,HAG,DIY,No
2016-01-12,11300,,HAG,DIY,No
2016-01-13,10900,,HAG,DIY,No
2016-01-14,10300,,HAG,DIY,No
2016-01-15,9900,,HAG,DIY,No
2016-01-18,9300,,HAG,DIY,No
2016-01-19,9600,,HAG,DIY,No
2016-01-20,9000,,HAG,DIY,No
2016-01-21,8400,,HAG,DIY,No
2016-01-22,7900,,HAG,DIY,No
2016-01-25,8400,,HAG,DIY,No
2016-01-26,8900,,HAG,DIY,No
2016-01-27,8800,,HAG,DIY,No
2016-01-28,8300,,HAG,DIY,No
2016-01-29,8200,,HAG,DIY,No
2016-02-01,8200,,HAG,DIY,No
2016-02-02,8000,,HAG,DIY,No
2016-02-03,7600,,HAG,DIY,No
2016-02-04,7700,,HAG,DIY,No
2016-02-05,7800,,HAG,DIY,No
2016-02-15,7800,,HAG,DIY,No
2016-02-16,7800,,HAG,DIY,No
2016-02-17,7800,,HAG,DIY,No
2016-02-18,7800,,HAG,DIY,No
2016-02-19,8300,,HAG,DIY,No
2016-02-22,8800,,HAG,DIY,No
2016-02-23,8900,,HAG,DIY,No
2016-02-24,9000,,HAG,DIY,No
2016-02-25,8700,,HAG,DIY,No
2016-02-26,8600,,HAG,DIY,No
2016-02-29,8100,,HAG,DIY,No
2016-03-01,8300,,HAG,DIY,No
2016-03-02,8300,,HAG,DIY,No
2016-03-03,7900,,HAG,DIY,No
2016-03-04,8200,,HAG,DIY,No
2016-03-07,8400,,HAG,DIY,No
2016-03-08,8200,,HAG,DIY,No
2016-03-09,8100,,HAG,DIY,No
2016-03-10,8500,,HAG,DIY,No
2016-03-11,8400,,HAG,DIY,No
2016-03-14,8400,,HAG,DIY,No
2016-03-15,8300,,HAG,DIY,No
2016-03-16,8500,,HAG,DIY,No
2016-03-17,8400,,HAG,DIY,No
2016-03-18,8400,,HAG,DIY,No
2016-03-21,8500,,HAG,DIY,No
2016-03-22,8500,,HAG,DIY,No
2016-03-23,8500,,HAG,DIY,No
2016-03-24,8300,,HAG,DIY,No
2016-03-25,8200,,HAG,DIY,No
2016-03-28,8200,,HAG,DIY,No
2016-03-29,8000,,HAG,DIY,No
2016-03-30,8100,,HAG,DIY,No
2016-03-31,7800,,HAG,DIY,No
2016-04-01,7700,,HAG,DIY,No
2016-04-04,7700,,HAG,DIY,No
2016-04-05,7800,,HAG,DIY,No
2016-04-06,7800,,HAG,DIY,No
2016-04-07,7700,,HAG,DIY,No
2016-04-08,7600,,HAG,DIY,No
2016-04-11,7400,,HAG,DIY,No
2016-04-12,6900,,HAG,DIY,No
2016-04-13,6700,,HAG,DIY,No
2016-04-14,7100,,HAG,DIY,No
2016-04-15,6900,,HAG,DIY,No
2016-04-19,6700,,HAG,DIY,No
2016-04-20,6700,,HAG,DIY,No
2016-04-21,6800,,HAG,DIY,No
2016-04-22,7000,,HAG,DIY,No
2016-04-25,7400,,HAG,DIY,No
2016-04-26,7900,,HAG,DIY,No
2016-04-27,8000,,HAG,DIY,No
2016-04-28,7900,,HAG,DIY,No
2016-04-29,8000,,HAG,DIY,No
2016-05-04,7500,,HAG,DIY,No
2016-05-05,7400,,HAG,DIY,No
2016-05-06,7500,,HAG,DIY,No
2016-05-09,7400,,HAG,DIY,No
2016-05-10,7400,,HAG,DIY,No
2016-05-11,7500,,HAG,DIY,No
2016-05-12,7500,,HAG,DIY,No
2016-05-13,7400,,HAG,DIY,No
2016-05-16,7400,,HAG,DIY,No
2016-05-17,7900,,HAG,DIY,No
2016-05-18,8400,,HAG,DIY,No
2016-05-19,8300,,HAG,DIY,No
2016-05-20,8000,,HAG,DIY,No
2016-05-23,8100,,HAG,DIY,No
2016-05-24,8000,,HAG,DIY,No
2016-05-25,8000,,HAG,DIY,No
2016-05-26,7700,,HAG,DIY,No
2016-05-27,7900,,HAG,DIY,No
2016-05-30,8000,,HAG,DIY,No
2016-05-31,7800,,HAG,DIY,No
2016-06-01,7900,,HAG,DIY,No
2016-06-02,8100,,HAG,DIY,No
2016-06-03,8100,,HAG,DIY,No
2016-06-06,8000,,HAG,DIY,No
2016-06-07,8000,,HAG,DIY,No
2016-06-08,8100,,HAG,DIY,No
2016-06-09,8100,,HAG,DIY,No
2016-06-10,7900,,HAG,DIY,No
2016-06-13,7700,,HAG,DIY,No
2016-06-14,7800,,HAG,DIY,No
2016-06-15,7900,,HAG,DIY,No
2016-06-16,7800,,HAG,DIY,No
2016-06-17,7600,,HAG,DIY,No
2016-06-20,7600,,HAG,DIY,No
2016-06-21,7600,,HAG,DIY,No
2016-06-22,7600,,HAG,DIY,No
2016-06-23,7700,,HAG,DIY,No
2016-06-24,7400,,HAG,DIY,No
2016-06-27,7100,,HAG,DIY,No
2016-06-28,7100,,HAG,DIY,No
2016-06-29,7300,,HAG,DIY,No
2016-06-30,7300,,HAG,DIY,No
2016-07-01,7400,,HAG,DIY,No
2016-07-04,7500,,HAG,DIY,No
2016-07-05,7300,,HAG,DIY,No
2016-07-06,7300,,HAG,DIY,No
2016-07-07,7200,,HAG,DIY,No
2016-07-08,7100,,HAG,DIY,No
2016-07-11,6800,,HAG,DIY,No
2016-07-12,6800,,HAG,DIY,No
2016-07-13,6900,,HAG,DIY,No
2016-07-14,6700,,HAG,DIY,No
2016-07-15,6700,,HAG,DIY,No
2016-07-18,6900,,HAG,DIY,No
2016-07-19,6800,,HAG,DIY,No
2016-07-20,6700,,HAG,DIY,No
2016-07-21,6600,,HAG,DIY,No
2016-07-22,6400,,HAG,DIY,No
2016-07-25,6800,,HAG,DIY,No
2016-07-26,6700,,HAG,DIY,No
2016-07-27,6600,,HAG,DIY,No
2016-07-28,6400,,HAG,DIY,No
2016-07-29,6400,,HAG,DIY,No
2016-08-01,6300,,HAG,DIY,No
2016-08-02,6100,,HAG,DIY,No
2016-08-03,5800,,HAG,DIY,No
2016-08-04,5400,,HAG,DIY,No
2016-08-05,5100,,HAG,DIY,No
2016-08-08,5300,,HAG,DIY,No
2016-08-09,5600,,HAG,DIY,No
2016-08-10,5900,,HAG,DIY,No
2016-08-11,6300,,HAG,DIY,No
2016-08-12,6500,,HAG,DIY,No
2016-08-15,6900,,HAG,DIY,No
2016-08-16,6800,,HAG,DIY,No
2016-08-17,6400,,HAG,DIY,No
2016-08-18,6000,,HAG,DIY,No
2016-08-19,6400,,HAG,DIY,No
2016-08-22,6300,,HAG,DIY,No
2016-08-23,6300,,HAG,DIY,No
2016-08-24,6200,,HAG,DIY,No
2016-08-25,6000,,HAG,DIY,No
2016-08-26,6400,,HAG,DIY,No
2016-08-29,6300,,HAG,DIY,No
2016-08-30,6300,,HAG,DIY,No
2016-08-31,6300,,HAG,DIY,No
2016-09-01,6000,,HAG,DIY,No
2016-09-05,5600,,HAG,DIY,No
2016-09-06,5800,,HAG,DIY,No
2016-09-07,5700,,HAG,DIY,No
2016-09-08,5700,,HAG,DIY,No
2016-09-09,5600,,HAG,DIY,No
2016-09-12,5400,,HAG,DIY,No
2016-09-13,5200,,HAG,DIY,No
2016-09-14,5200,,HAG,DIY,No
2016-09-15,5300,,HAG,DIY,No
2016-09-16,4930,,HAG,DIY,No
2016-09-19,5010,,HAG,DIY,No
2016-09-20,5070,,HAG,DIY,No
2016-09-21,5130,,HAG,DIY,No
2016-09-22,5140,,HAG,DIY,No
2016-09-23,5130,,HAG,DIY,No
2016-09-26,5150,,HAG,DIY,No
2016-09-27,5280,,HAG,DIY,No
2016-09-28,5310,,HAG,DIY,No
2016-09-29,5250,,HAG,DIY,No
2016-09-30,5250,,HAG,DIY,No
2016-10-03,5210,,HAG,DIY,No
2016-10-04,5150,,HAG,DIY,No
2016-10-05,5110,,HAG,DIY,No
2016-10-06,5140,,HAG,DIY,No
2016-10-07,5130,,HAG,DIY,No
2016-10-10,5130,,HAG,DIY,No
2016-10-11,5100,,HAG,DIY,No
2016-10-12,5160,,HAG,DIY,No
2016-10-13,5270,,HAG,DIY,No
2016-10-14,5630,,HAG,DIY,No
2016-10-17,5630,,HAG,DIY,No
2016-10-18,5390,,HAG,DIY,No
2016-10-19,5350,,HAG,DIY,No
2016-10-20,5350,,HAG,DIY,No
2016-10-21,5300,,HAG,DIY,No
2016-10-24,5270,,HAG,DIY,No
2016-10-25,5300,,HAG,DIY,No
2016-10-26,5250,,HAG,DIY,No
2016-10-27,5240,,HAG,DIY,No
2016-10-28,5370,,HAG,DIY,No
2016-10-31,5200,,HAG,DIY,No
2016-11-01,5100,,HAG,DIY,No
2016-11-02,5170,,HAG,DIY,No
2016-11-03,5120,,HAG,DIY,No
2016-11-04,5120,,HAG,DIY,No
2016-11-07,5130,,HAG,DIY,No
2016-11-08,5160,,HAG,DIY,No
2016-11-09,5130,,HAG,DIY,No
2016-11-10,5340,,HAG,DIY,No
2016-11-11,5500,,HAG,DIY,No
2016-11-14,5360,,HAG,DIY,No
2016-11-15,5360,,HAG,DIY,No
2016-11-16,5730,,HAG,DIY,No
2016-11-17,5800,,HAG,DIY,No
2016-11-18,5700,,HAG,DIY,No
2016-11-21,6040,,HAG,DIY,No
2016-11-22,6230,,HAG,DIY,No
2016-11-23,6200,,HAG,DIY,No
2016-11-24,6450,,HAG,DIY,No
2016-11-25,6330,,HAG,DIY,No
2016-11-28,6220,,HAG,DIY,No
2016-11-29,6210,,HAG,DIY,No
2016-11-30,5910,,HAG,DIY,No
2016-12-01,5900,,HAG,DIY,No
2016-12-02,5650,,HAG,DIY,No
2016-12-05,5650,,HAG,DIY,No
2016-12-06,5520,,HAG,DIY,No
2016-12-07,5520,,HAG,DIY,No
2016-12-08,5560,,HAG,DIY,No
2016-12-09,5530,,HAG,DIY,No
2016-12-12,5580,,HAG,DIY,No
2016-12-13,5400,,HAG,DIY,No
2016-12-14,5750,,HAG,DIY,No
2016-12-15,5730,,HAG,DIY,No
2016-12-16,5780,,HAG,DIY,No
2016-12-19,5900,,HAG,DIY,No
2016-12-20,5640,,HAG,DIY,No
2016-12-21,5610,,HAG,DIY,No
2016-12-22,5530,,HAG,DIY,No
2016-12-23,5510,,HAG,DIY,No
2016-12-26,5460,,HAG,DIY,No
2016-12-27,5350,,HAG,DIY,No
2016-12-28,5360,,HAG,DIY,No
2016-12-29,5360,,HAG,DIY,No
2016-12-30,5350,,HAG,DIY,No
2017-01-03,5350,,HAG,DIY,No
2017-01-04,5500,,HAG,DIY,No
2017-01-05,5400,,HAG,DIY,No
2017-01-06,5360,,HAG,DIY,No
2017-01-09,5230,,HAG,DIY,No
2017-01-10,5220,,HAG,DIY,No
2017-01-11,5180,,HAG,DIY,No
2017-01-12,5210,,HAG,DIY,No
2017-01-13,5080,,HAG,DIY,No
2017-01-16,5080,,HAG,DIY,No
2017-01-17,5060,,HAG,DIY,No
2017-01-18,4960,,HAG,DIY,No
2017-01-19,4970,,HAG,DIY,No
2017-01-20,5090,,HAG,DIY,No
2017-01-23,5420,,HAG,DIY,No
2017-01-24,5790,,HAG,DIY,No
2017-01-25,5600,,HAG,DIY,No
2017-02-02,5990,,HAG,DIY,No
2017-02-03,5840,,HAG,DIY,No
2017-02-06,5920,,HAG,DIY,No
2017-02-07,6090,,HAG,DIY,No
2017-02-08,6160,,HAG,DIY,No
2017-02-09,5950,,HAG,DIY,No
2017-02-10,6060,,HAG,DIY,No
2017-02-13,6240,,HAG,DIY,No
2017-02-14,6520,,HAG,DIY,No
2017-02-15,6800,,HAG,DIY,No
2017-02-16,7050,,HAG,DIY,No
2017-02-17,7240,,HAG,DIY,No
2017-02-20,7740,,HAG,DIY,No
2017-02-21,8200,,HAG,DIY,No
2017-02-22,8120,,HAG,DIY,No
2017-02-23,8140,,HAG,DIY,No
2017-02-24,7580,,HAG,DIY,No
2017-02-27,8110,,HAG,DIY,No
2017-02-28,8180,,HAG,DIY,No
2017-03-01,8150,,HAG,DIY,No
2017-03-02,7910,,HAG,DIY,No
2017-03-03,8050,,HAG,DIY,No
2017-03-06,8070,,HAG,DIY,No
2017-03-07,8010,,HAG,DIY,No
2017-03-08,8040,,HAG,DIY,No
2017-03-09,8300,,HAG,DIY,No
2017-03-10,8340,,HAG,DIY,No
2017-03-13,8210,,HAG,DIY,No
2017-03-14,8230,,HAG,DIY,No
2017-03-15,8290,,HAG,DIY,No
2017-03-16,8870,,HAG,DIY,No
2017-03-17,9100,,HAG,DIY,No
2017-03-20,9110,,HAG,DIY,No
2017-03-21,9320,,HAG,DIY,No
2017-03-22,9680,,HAG,DIY,No
2017-03-23,10100,,HAG,DIY,No
2017-03-24,9900,,HAG,DIY,No
2017-03-27,9900,,HAG,DIY,No
2017-03-28,9650,,HAG,DIY,No
2017-03-29,9200,,HAG,DIY,No
2017-03-30,9060,,HAG,DIY,No
2017-03-31,9150,,HAG,DIY,No
2017-04-03,9050,,HAG,DIY,No
2017-04-04,9600,,HAG,DIY,No
2017-04-05,9350,,HAG,DIY,No
2017-04-07,9250,,HAG,DIY,No
2017-04-10,9190,,HAG,DIY,No
2017-04-11,9140,,HAG,DIY,No
2017-04-12,8600,,HAG,DIY,No
2017-04-13,8600,,HAG,DIY,No
2017-04-14,8200,,HAG,DIY,No
2017-04-17,8120,,HAG,DIY,No
2017-04-18,8050,,HAG,DIY,No
2017-04-19,8070,,HAG,DIY,No
2017-04-20,8160,,HAG,DIY,No
2017-04-21,8290,,HAG,DIY,No
2017-04-24,8680,,HAG,DIY,No
2017-04-25,8530,,HAG,DIY,No
2017-04-26,8790,,HAG,DIY,No
2017-04-27,8710,,HAG,DIY,No
2017-04-28,8650,,HAG,DIY,No
2017-05-03,9000,,HAG,DIY,No
2017-05-04,9420,,HAG,DIY,No
2017-05-05,9100,,HAG,DIY,No
2017-05-08,8500,,HAG,DIY,No
2017-05-09,8900,,HAG,DIY,No
2017-05-10,8690,,HAG,DIY,No
2017-05-11,8520,,HAG,DIY,No
2017-05-12,8660,,HAG,DIY,No
2017-05-15,8810,,HAG,DIY,No
2017-05-16,8940,,HAG,DIY,No
2017-05-17,8960,,HAG,DIY,No
2017-05-18,8800,,HAG,DIY,No
2017-05-19,9000,,HAG,DIY,No
2017-05-22,9050,,HAG,DIY,No
2017-05-23,8900,,HAG,DIY,No
2017-05-24,8830,,HAG,DIY,No
2017-05-25,8800,,HAG,DIY,No
2017-05-26,9000,,HAG,DIY,No
2017-05-29,9080,,HAG,DIY,No
2017-05-30,8820,,HAG,DIY,No
2017-05-31,8700,,HAG,DIY,No
2017-06-01,8800,,HAG,DIY,No
2017-06-02,8920,,HAG,DIY,No
2017-06-05,8300,,HAG,DIY,No
2017-06-06,8580,,HAG,DIY,No
2017-06-07,8570,,HAG,DIY,No
2017-06-08,8220,,HAG,DIY,No
2017-06-09,8220,,HAG,DIY,No
2017-06-12,8360,,HAG,DIY,No
2017-06-13,8550,,HAG,DIY,No
2017-06-14,9140,,HAG,DIY,No
2017-06-15,9050,,HAG,DIY,No
2017-06-16,9170,,HAG,DIY,No
2017-06-19,9050,,HAG,DIY,No
2017-06-20,9060,,HAG,DIY,No
2017-06-21,9150,,HAG,DIY,No
2017-06-22,9560,,HAG,DIY,No
2017-06-23,9780,,HAG,DIY,No
2017-06-26,9700,,HAG,DIY,No
2017-06-27,9350,,HAG,DIY,No
2017-06-28,9490,,HAG,DIY,No
2017-06-29,9600,,HAG,DIY,No
2017-06-30,9480,,HAG,DIY,No
2017-07-03,9100,,HAG,DIY,No
2017-07-04,9220,,HAG,DIY,No
2017-07-05,9180,,HAG,DIY,No
2017-07-06,9100,,HAG,DIY,No
2017-07-07,9000,,HAG,DIY,No
2017-07-10,8800,,HAG,DIY,No
2017-07-11,9200,,HAG,DIY,No
2017-07-12,9250,,HAG,DIY,No
2017-07-13,9560,,HAG,DIY,No
2017-07-14,9400,,HAG,DIY,No
2017-07-17,9220,,HAG,DIY,No
2017-07-18,9070,,HAG,DIY,No
2017-07-19,9080,,HAG,DIY,No
2017-07-20,9100,,HAG,DIY,No
2017-07-21,9010,,HAG,DIY,No
